id_respuesta,Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Cuál es su título en la empresa?,¿Se considera usted fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingeniería?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,¿En qué otros lenguajes de programación ocupa su tiempo laboral?,Tipo de relación laboral,Su modo de trabajo es: (ignorando el cambio por covid-19),Usted prefiere:,¿Tiene titulo universitario o técnico?,¿Estudió alguna carrera de PRE-grado relacionada a ingeniería de sistemas?,¿Estudió alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿Ha estudiado en algún bootcamp de programación?,"¿Si ha estudiado en un bootcamp de programación, en cuál? (ingrese el url del bootcamp)",¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,"¿Usando la moneda de la respuesta anterior, cuánto es su remuneración ANUAL base?  eg 36,000,000 si es pesos o 3,600 si es dólares",¿Cuánto es su remuneración ANUAL adicional (usando la moneda que respondio anteriormente)?,¿Cuánto era la remuneración base ANUAL de su trabajo/rol anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,¿Tiene acciones (opciones/stock options/rsus) o dividendos de su empresa como parte de su compensación?,"¿Si tiene acciones, cuántas tiene en total?","¿Si tiene acciones, cuál es el precio de emisión por acción en USD? (use $3,750 como tasa de cambio si es necesario)",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿En qué sitio web busca oportunidades laborales principalmente?,¿En que ciudad de Colombia vive?,¿Cuál es su país de procedencia?,¿En qué año nació?,¿Cuantos hijos tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantas horas trabaja por semana?,titulo_en_empresa_v2,tipo_relacion_laboral_v2,url_bootcamp_v2,precio_emision_accion_v2,acciones_total_v2,ingresos_freelance_ultimo_anio_v2,sitio_buscar_trabajo_v2,ciudad_v2,pais_v2,anio_nacimiento_v2,horas_trabajo_semana_v2,remuneracion_anual_v2,remuneracion_mensual_usd
555,6/30/2020 11:34:02,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,Desarrollador de software,no,40 - 50%,20 - 30%,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,"JavaScript, Python",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,55200000,10000000,28800000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,NULL,Medellín,Colombia,1994,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Medellín,Colombia,[26-30],[40-49],14720,1226
556,6/30/2020 11:34:05,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Ssr Web UI,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,103200000,0,84000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,https://www.google.com/url?q=http://linkedin.com&sa=D&ust=1593534726196000&usg=AFQjCNGH8Y405QSinLx88WxYU7F40As2-A,Medellin,Colombia,1986,0,él (tradicionalmente se identifica como hombre),no,45,Ssr Web UI,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[31-35],[40-49],27520,2293
557,6/30/2020 11:35:11,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Python Developer Semi Senior,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Python,JavaScript,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,60000000,5000000,36000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Medellín,Colombia,1995,0,ella (tradicionalmente se identifica como mujer),no,45,Backend Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[21-25],[40-49],16000,1333
558,6/30/2020 11:36:11,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,senior android developer,no,70 - 80%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Kotlin,Java,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,si,si,maestria,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,51600000,27500000,18000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,bogota,Colombia,1989,0,él (tradicionalmente se identifica como hombre),no,45,Android developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[31-35],[40-49],13760,1146
559,6/30/2020 11:37:48,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Ingeniero de Software,si,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,JavaScript,PHP,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),dólares,2000,24000,0,yo,yo,no,NULL,NULL,si,0,no,NULL,Santa Rosa de Cabal,Colombia,1990,1,él (tradicionalmente se identifica como hombre),no,40,Software Engineer,Contratista,NULL,NULL,NULL,[0-1000],NULL,Santa Rosa de Cabal,Colombia,[26-30],[40-49],2000,166
560,6/30/2020 11:39:59,empresa extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Ingeniero de software,no,70 - 80%,10 - 20%,0 - 10%,10 - 20%,2+ años,3 - 5 años,Python,"JavaScript, Vim script",contrato a termino fijo,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),dólares,30000,3000,12000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,NULL,Medellín,Venezuela,1993,0,él (tradicionalmente se identifica como hombre),no,40,Software Engineer,término fijo,NULL,NULL,NULL,[0-1000],NULL,Medellín,Venezuela,[26-30],[40-49],30000,2500
561,6/30/2020 11:42:01,empresa extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista Senior de Desarrollo,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,C#,Java,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,48000000,2500000,36000000,mi empleador,mi empleador,no,NULL,NULL,si,2500000,si,http://computrabajo.com,Bogotá,Colombia,1986,0,él (tradicionalmente se identifica como hombre),no,45,Analista,término indefinido,NULL,NULL,NULL,[0-1000],Computrabajo.com,Bogotá,Colombia,[31-35],[40-49],12800,1066
562,6/30/2020 11:43:15,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador Java,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Java,N/A,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,NULL,básico (puede leer documentación y código en inglés),dólares,52920000,0,26400000,mi empleador,mi empleador,no,NULL,NULL,si,0,si,NULL,Envigado,Colombia,1995,0,él (tradicionalmente se identifica como hombre),no,40,Backend Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Envigado,Colombia,[21-25],[40-49],52920000,4410000
563,6/30/2020 11:43:58,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",menos de 1,Product Owner,no,0 - 10%,70 - 80%,no tengo responsabilidades de liderazgo técnico,20 - 30%,menos de 1 año,5 - 10 años,"ninguno, por que soy manager ?","ninguno,  por que soy manager ?",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,nativo,pesos,216000000,0,235000000,yo,yo,no,NULL,NULL,no,0,si,http://linkedin.com,Bogota,Colombia,1987,0,no binario,no,80,Product Owner,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[31-35],[>60],57600,4800
564,6/30/2020 11:48:48,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Developer,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,Visual Basic .NET,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,50000000,0,30000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,Medellín,Colombia,1997,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[21-25],[40-49],13333,1111
565,6/30/2020 11:52:25,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,[redactado],no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,65000000,5000000,3600000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Bogotá,Colombia,1986,0,él (tradicionalmente se identifica como hombre),no,45,Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[31-35],[40-49],17333,1444
566,6/30/2020 11:53:53,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,NULL,no,80 - 90%,0 - 10%,20 - 30%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Ruby,JavaScript,contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,maestria,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),dólares,96000,0,60000,yo,yo,no,NULL,NULL,no,0,si,NULL,Medellín,Colombia,1988,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término fijo,NULL,NULL,NULL,[0-1000],NULL,Medellín,Colombia,[31-35],[40-49],96000,8000
567,6/30/2020 11:56:14,empresa Colombiana con mercado latinoamericano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,NULL,no,10 - 20%,20 - 30%,10 - 20%,50 - 60%,menos de 1 año,10 - 15 años,Python,Shell,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,ningúno,si,si,si,ninguno,No,NULL,nativo,pesos,13000000,13000000,4000000,mi empleador,yo,si - stock options,NULL,NULL,si,24000000,no,NULL,Bogota,Colombia,1993,0,él (tradicionalmente se identifica como hombre),no,75,Developer,término indefinido,NULL,NULL,NULL,[1k-10k],NULL,Bogotá,Colombia,[26-30],[>60],3466,288
568,6/30/2020 11:58:19,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,1+ año,2+ años,Swift,Swift,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,47000000,0,30000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,MEDELLÍN,Colombia,1994,0,ella (tradicionalmente se identifica como mujer),no,40,Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[26-30],[40-49],12533,1044
569,6/30/2020 12:02:01,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,front end developer,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,JavaScript,PHP,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,ningúno,no,no,no,bachiller,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,34000000,40000000,21600000,mi empleador,mi empleador,si - stock options,5000,2,si,6000000,si,https://www.computrabajo.com.co/,El Carmen de Viboral,Colombia,1990,0,él (tradicionalmente se identifica como hombre),no,40,Frontend Developer,término indefinido,NULL,[0-10],[1k-10k],[1k-10k],Computrabajo.com,El Carmen de Viboral,Colombia,[26-30],[40-49],9066,755
570,6/30/2020 12:03:18,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,2 - 5,Desarrollador backend,no,80 - 90%,0 - 10%,0 - 10%,10 - 20%,menos de 1 año,1+ año,Python,JavaScript,contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,técnico,si,no,si,"técnico, tecnología, bachiller técnico",Sí,https://www.holbertonschool.com/co,básico (puede leer documentación y código en inglés),pesos,18000000,4800000,0,yo,yo,no,NULL,NULL,si,2000000,no,https://linkedin.com,Bogota,Colombia,1996,0,él (tradicionalmente se identifica como hombre),no,40,Backend Developer,término fijo,holbertonschool.com,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[21-25],[40-49],4800,400
571,6/30/2020 12:09:17,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Frontend Engineer,no,70 - 80%,20 - 30%,90 - 100%,0 - 10%,5 - 10 años,10 - 15 años,JavaScript,PHP,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,no,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),dólares,64800,0,30720,yo,yo,no,NULL,NULL,si,6000,si,NULL,"Santa Marta, Magdalena",Colombia,1983,0,él (tradicionalmente se identifica como hombre),no,45,Frontend Developer,Contratista,NULL,NULL,NULL,[1k-10k],NULL,Santa Marta,Colombia,[36-40],[40-49],64800,5400
572,6/30/2020 12:12:52,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Web developer,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,10 - 20%,2+ años,3 - 5 años,JavaScript,TypeScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,61200000,5200000,16800000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,https://www.getonbrd.com/,Medellín,Colombia,1995,0,él (tradicionalmente se identifica como hombre),no,40,Web developer,término indefinido,NULL,NULL,NULL,[0-1000],getonbrd.com,Medellín,Colombia,[21-25],[40-49],16320,1360
573,6/30/2020 12:13:40,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Ingeniero de software,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,1+ año,C#,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,NULL,básico (puede leer documentación y código en inglés),pesos,14400000,0,0,yo,yo,no,NULL,NULL,no,0,no,http://linkedin.com,Manizales,Colombia,1998,0,él (tradicionalmente se identifica como hombre),no,50,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Manizales,Colombia,[21-25],[50-59],3840,320
574,6/30/2020 12:16:01,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Engineer,no,80 - 90%,60 - 70%,30 - 40%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Java,JavaScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,120000000,0,90000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,https://linkedin.com,Bogotá,Colombia,1988,1,él (tradicionalmente se identifica como hombre),Indígena,45,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[31-35],[40-49],32000,2666
575,6/30/2020 12:16:37,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Lead Software Engineer,no,40 - 50%,40 - 50%,70 - 80%,0 - 10%,3 - 5 años,5 - 10 años,JavaScript,Vim script,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,maestria,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),dólares,80000,0,40800,yo,yo,si - stock options,45000,0.09,no,0,si,http://linkedin.com,Barranquilla,Colombia,1991,0,ella (tradicionalmente se identifica como mujer),no,40,Lead,Contratista,NULL,[0-10],[10k-100k],[0-1000],LinkedIn.com,Barranquilla,Colombia,[26-30],[40-49],80000,6666
576,6/30/2020 12:18:40,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior Software Developer,no,50 - 60%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,C#,"JavaScript, TSQL, TypeScript",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,técnico,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,78000000,0,39600000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,La Estrella,Colombia,1993,0,ella (tradicionalmente se identifica como mujer),no,42,Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,La Estrella,Colombia,[26-30],[40-49],20800,1733
577,6/30/2020 12:21:34,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Backend Developer,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1+ año,2+ años,JavaScript,"Python, Shell, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,51000000,0,16200000,mi empleador,mi empleador,no,0,0,si,0,si,http://linkedin.com,Medellín,Colombia,1996,0,él (tradicionalmente se identifica como hombre),no,40,Backend Developer,término indefinido,NULL,[0-10],[0-1000],[0-1000],LinkedIn.com,Medellín,Colombia,[21-25],[40-49],13600,1133
578,6/30/2020 12:25:28,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,software developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,C#,"Java, JavaScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,no,pregrado,Sí,https://pionerasdev.co/piocamp/,básico (puede leer documentación y código en inglés),pesos,20400,0,0,yo,yo,no,0,NULL,no,0,no,http://linkedin.com,Medellín,Colombia,1993,0,ella (tradicionalmente se identifica como mujer),no,50,Developer,término indefinido,https://pionerasdev.co/piocamp/,NULL,[0-1000],[0-1000],LinkedIn.com,Medellín,Colombia,[26-30],[50-59],5,0
